0.403922, 0.000000, 0.121569
0.415456, 0.003691, 0.123414
0.426990, 0.007382, 0.125260
0.438524, 0.011073, 0.127105
0.450058, 0.014764, 0.128950
0.461592, 0.018454, 0.130796
0.473126, 0.022145, 0.132641
0.484660, 0.025836, 0.134487
0.496194, 0.029527, 0.136332
0.507728, 0.033218, 0.138178
0.519262, 0.036909, 0.140023
0.530796, 0.040600, 0.141869
0.542330, 0.044291, 0.143714
0.553864, 0.047982, 0.145559
0.565398, 0.051672, 0.147405
0.576932, 0.055363, 0.149250
0.588466, 0.059054, 0.151096
0.600000, 0.062745, 0.152941
0.611534, 0.066436, 0.154787
0.623068, 0.070127, 0.156632
0.634602, 0.073818, 0.158478
0.646136, 0.077509, 0.160323
0.657670, 0.081200, 0.162168
0.669204, 0.084890, 0.164014
0.680738, 0.088581, 0.165859
0.692272, 0.092272, 0.167705
0.700807, 0.099654, 0.171242
0.706344, 0.110727, 0.176471
0.711880, 0.121799, 0.181699
0.717416, 0.132872, 0.186928
0.722953, 0.143945, 0.192157
0.728489, 0.155017, 0.197386
0.734025, 0.166090, 0.202614
0.739562, 0.177163, 0.207843
0.745098, 0.188235, 0.213072
0.750634, 0.199308, 0.218301
0.756171, 0.210381, 0.223529
0.761707, 0.221453, 0.228758
0.767243, 0.232526, 0.233987
0.772780, 0.243599, 0.239216
0.778316, 0.254671, 0.244444
0.783852, 0.265744, 0.249673
0.789389, 0.276817, 0.254902
0.794925, 0.287889, 0.260131
0.800461, 0.298962, 0.265359
0.805998, 0.310035, 0.270588
0.811534, 0.321107, 0.275817
0.817070, 0.332180, 0.281046
0.822607, 0.343253, 0.286275
0.828143, 0.354325, 0.291503
0.833679, 0.365398, 0.296732
0.839216, 0.376471, 0.301961
0.843829, 0.387082, 0.310111
0.848443, 0.397693, 0.318262
0.853057, 0.408304, 0.326413
0.857670, 0.418916, 0.334564
0.862284, 0.429527, 0.342714
0.866897, 0.440138, 0.350865
0.871511, 0.450750, 0.359016
0.876125, 0.461361, 0.367166
0.880738, 0.471972, 0.375317
0.885352, 0.482584, 0.383468
0.889965, 0.493195, 0.391619
0.894579, 0.503806, 0.399769
0.899193, 0.514418, 0.407920
0.903806, 0.525029, 0.416071
0.908420, 0.535640, 0.424221
0.913033, 0.546251, 0.432372
0.917647, 0.556863, 0.440523
0.922261, 0.567474, 0.448674
0.926874, 0.578085, 0.456824
0.931488, 0.588697, 0.464975
0.936101, 0.599308, 0.473126
0.940715, 0.609919, 0.481276
0.945329, 0.620531, 0.489427
0.949942, 0.631142, 0.497578
0.954556, 0.641753, 0.505729
0.957555, 0.651211, 0.515110
0.958939, 0.659516, 0.525721
0.960323, 0.667820, 0.536332
0.961707, 0.676125, 0.546943
0.963091, 0.684429, 0.557555
0.964475, 0.692734, 0.568166
0.965859, 0.701038, 0.578777
0.967243, 0.709343, 0.589389
0.968627, 0.717647, 0.600000
0.970012, 0.725952, 0.610611
0.971396, 0.734256, 0.621223
0.972780, 0.742561, 0.631834
0.974164, 0.750865, 0.642445
0.975548, 0.759170, 0.653057
0.976932, 0.767474, 0.663668
0.978316, 0.775779, 0.674279
0.979700, 0.784083, 0.684890
0.981084, 0.792388, 0.695502
0.982468, 0.800692, 0.706113
0.983852, 0.808997, 0.716724
0.985236, 0.817301, 0.727336
0.986621, 0.825606, 0.737947
0.988005, 0.833910, 0.748558
0.989389, 0.842215, 0.759170
0.990773, 0.850519, 0.769781
0.992157, 0.858824, 0.780392
0.992464, 0.864360, 0.789004
0.992772, 0.869896, 0.797616
0.993080, 0.875433, 0.806228
0.993387, 0.880969, 0.814840
0.993695, 0.886505, 0.823453
0.994002, 0.892042, 0.832065
0.994310, 0.897578, 0.840677
0.994617, 0.903114, 0.849289
0.994925, 0.908651, 0.857901
0.995233, 0.914187, 0.866513
0.995540, 0.919723, 0.875125
0.995848, 0.925260, 0.883737
0.996155, 0.930796, 0.892349
0.996463, 0.936332, 0.900961
0.996770, 0.941869, 0.909573
0.997078, 0.947405, 0.918185
0.997386, 0.952941, 0.926797
0.997693, 0.958478, 0.935409
0.998001, 0.964014, 0.944022
0.998308, 0.969550, 0.952634
0.998616, 0.975087, 0.961246
0.998923, 0.980623, 0.969858
0.999231, 0.986159, 0.978470
0.999539, 0.991696, 0.987082
0.999846, 0.997232, 0.995694
0.997616, 0.997616, 0.997616
0.992849, 0.992849, 0.992849
0.988082, 0.988082, 0.988082
0.983314, 0.983314, 0.983314
0.978547, 0.978547, 0.978547
0.973779, 0.973779, 0.973779
